s,40,80
23,6,77
120,277,92
21,9,459
356,247,79
26,60,429
165,844,98
10,22,212
411,288,115
18,22,305
540,993,94
13,69,393
562,343,71
10,75,155
711,549,58
10,62,336
433,311,48
25,16,142
499,81,116
25,62,302
210,271,64
8,47,141
36,58,77
731,161,116
20,12,310
678,183,80
19,14,385
268,103,112
22,17,136
941,822,89
1,46,399
284,654,66
938,207,53
29,35,224
139,255,104
26,5,481
862,271,46
23,29,219
729,728,87
36,69,395
271,873,125
19,35,320
8,4,77
508,400,98
446,458,76
11,63,223
978,407,62
28,37,470
847,116,99
37,29,266
42,508,55
9,8,450
867,516,36
0,46,377
921,335,105
36,77,228
899,230,120
533,892,114
116,763,56
24,62,217
37,67,77
469,526,56
23,19,387
786,204,50
1,5,401
597,234,97
896,890,66
2,56,427
384,653,41
12,36,439
192,411,71
1,11,260
3,20,189
939,739,38
28,13,484
4,66,181
4,16,77
824,951,108
7,18,482
524,207,50
22,10,263
645,893,68
19,55,424
88,136,108
25,67,491
594,82,64
22,24,439
184,327,88
32,52,283
19,22,200
18,73,153
21,49,461
306,383,43
9,59,331
33,16,77
19,62,203
255,423,115
1,53,367
232,902,68
24,66,145
198,917,124
38,68,439
481,584,68
13,53,278
982,221,117
20,9,223
894,436,105
479,281,85
5,6,211
965,93,108
20,76,296
494,725,68
28,50,370
36,22,77
687,864,44
3,28,297
39,58,214
457,121,92
24,47,150
544,278,116
17,15,326
9,69,242
393,299,120
30,29,287
696,125,82
2,21,271
1,41,134
501,203,42
10,74,172
432,454,56
32,38,300
26,60,46
493,890,108
26,9,465
0,11,129
304,636,120
35,14,149
413,749,37
698,148,51
27,73,467
161,354,35
6,17,487
19,5,212
478,106,65
37,73,417
770,177,35
9,71,225
25,78,449
28,34,88
878,846,54
17,59,405
908,564,121
31,7,228
485,484,119
1,75,160
696,412,121
17,61,318
5,18,213
928,624,98
4,36,138
643,194,37
422,539,89
16,64,431
464,402,104
7,71,330
25,58,367
3,49,77
65,421,48
14,75,190
393,395,55
22,22,457
235,971,62
13,46,344
887,985,101
15,42,496
841,766,101
35,26,328
332,195,108
11,45,271
3,36,416
837,949,122
33,21,146
980,512,66
28,50,292
339,466,67
7,0,244
26,43,88
755,581,113
752,986,57
36,52,333
905,706,33
0,74,362
545,762,39
30,70,450
765,744,41
35,42,371
583,858,56
38,40,237
45,284,109
4,43,127
444,644,89
27,5,480
691,827,103
13,13,270
926,200,86
28,44,327
14,58,77
911,656,73
39,29,226
166,81,47
18,0,290
503,226,55
27,66,180
349,159,120
35,1,345
30,14,437
783,725,60
0,43,136
308,262,44
4,25,351
564,563,34
26,61,141
814,379,94
3,57,201
280,742,56
21,22,203
20,2,77
581,777,117
36,36,497
39,8,140
59,721,62
8,17,266
825,806,38
10,15,224
82,191,125
17,17,373
588,388,78
8,30,436
310,473,105
16,50,480
996,825,119
6,17,490
680,568,94
35,24,473
16,45,107
436,397,90
37,78,352
596,755,124
375,507,64
13,61,285
172,321,71
34,77,176
90,699,64
22,10,315
763,95,76
11,26,142
56,225,112
19,17,236
771,721,98
10,21,253
128,657,107
31,43,296
45,265,77
32,49,483
34,24,77
109,954,41
10,76,216
552,833,76
6,74,320
69,284,35
33,61,487
33,31,492
941,585,42
38,33,192
88,397,102
13,0,475
541,830,78
21,45,427
599,942,117
442,834,42
9,79,130
277,112,61
13,19,446
23,24,108
737,284,83
32,32,422
152,376,64
38,7,373
213,745,65
22,77,260
925,530,70
6,73,436
863,413,77
29,30,328
383,639,45
1,40,446
809,282,97
28,60,148
346,990,85
25,60,469
30,38,390
429,137,69
23,55,87
324,560,101
9,72,192
23,33,493
872,676,121
24,59,222
713,96,32
1,26,210
919,197,126
3,53,174
449,429,109
23,19,490
247,209,40
39,13,427
819,286,51
10,29,244
263,483,54
0,5,353
832,387,118
21,52,207
2,5,77
554,986,41
5,60,270
86,929,74
26,33,225
324,415,56
